group_id,canonical,leg,joint,bodyId,type,instance,somaSide,somaNeuromere,display_evidence_class,legacy_comparison,physiological_action_in_this_cell_measured
T2R:root_pra,root_pra,T2R,thorax-coxa,902719,Pleural remotor/abductor MN,Pleural remotor/abductor MN_R,R,T2,confirmed_direction_candidate,muscle_label_and_mapped_action_agree,False
T2R:root_sad,root_sad,T2R,thorax-coxa,909371,Sternal adductor MN,Sternal adductor MN_R,R,T2,confirmed_direction_candidate,muscle_label_and_mapped_action_agree,False
T2R:root_sar,root_sar,T2R,thorax-coxa,801813,Sternal anterior rotator MN,Sternal anterior rotator MN_R,R,T2,annotation_only,different_joint_or_action,False
T2R:root_sar,root_sar,T2R,thorax-coxa,801946,Sternal anterior rotator MN,Sternal anterior rotator MN_R,R,T2,confirmed_direction_candidate,muscle_label_and_mapped_action_agree,False
T2R:root_spr,root_spr,T2R,thorax-coxa,800962,Sternal posterior rotator MN,Sternal posterior rotator MN_R,R,T2,confirmed_direction_candidate,muscle_label_and_mapped_action_agree,False
T2R:root_spr,root_spr,T2R,thorax-coxa,801761,Sternal posterior rotator MN,Sternal posterior rotator MN_R,R,T2,annotation_only,legacy_target_unresolved,False
T2R:root_spr,root_spr,T2R,thorax-coxa,802521,Sternal posterior rotator MN,Sternal posterior rotator MN_R,R,T2,annotation_only,legacy_target_missing,False
T2R:root_spr,root_spr,T2R,thorax-coxa,818996,Sternal posterior rotator MN,Sternal posterior rotator MN_R,R,T2,annotation_only,legacy_target_missing,False
T3L:knee_extensor,knee_extensor,T3L,femur-tibia,800621,Ti extensor MN,Ti extensor MN_L,L,T3,confirmed_direction_candidate,muscle_label_and_mapped_action_agree,False
T3L:knee_extensor,knee_extensor,T3L,femur-tibia,812953,Ti extensor MN,Ti extensor MN_L,L,T3,confirmed_direction_candidate,muscle_label_and_mapped_action_agree,False
T3L:knee_flexor,knee_flexor,T3L,femur-tibia,803147,Ti flexor MN,Ti flexor MN_L,L,T3,confirmed_direction_candidate,different_muscle_label_same_mapped_action,False
T3L:knee_flexor,knee_flexor,T3L,femur-tibia,804919,Ti flexor MN,Ti flexor MN_L,L,T3,confirmed_direction_candidate,different_muscle_label_same_mapped_action,False
T3L:knee_flexor,knee_flexor,T3L,femur-tibia,817374,Acc. ti flexor MN,Acc. ti flexor MN_L,L,T3,annotation_only,legacy_target_unresolved,False
T3L:knee_flexor,knee_flexor,T3L,femur-tibia,819112,Ti flexor MN,Ti flexor MN_L,L,T3,annotation_only,different_joint_or_action,False
T3L:knee_flexor,knee_flexor,T3L,femur-tibia,822945,Ti flexor MN,Ti flexor MN_L,L,T3,annotation_only,legacy_target_missing,False
T3L:knee_flexor,knee_flexor,T3L,femur-tibia,829873,Acc. ti flexor MN,Acc. ti flexor MN_L,L,T3,annotation_only,legacy_target_missing,False
T3L:knee_flexor,knee_flexor,T3L,femur-tibia,843389,Acc. ti flexor MN,Acc. ti flexor MN_L,L,T3,annotation_only,different_joint_or_action,False
T3L:knee_flexor,knee_flexor,T3L,femur-tibia,908762,Ti flexor MN,Ti flexor MN_L,L,T3,confirmed_direction_candidate,muscle_label_and_mapped_action_agree,False
T3L:knee_flexor,knee_flexor,T3L,femur-tibia,929376,Ti flexor MN,Ti flexor MN_L,L,T3,annotation_only,legacy_target_unresolved,False
T3L:knee_flexor,knee_flexor,T3L,femur-tibia,934519,Acc. ti flexor MN,Acc. ti flexor MN_L,L,T3,annotation_only,legacy_target_unresolved,False
T3L:knee_flexor,knee_flexor,T3L,femur-tibia,1050003192,Acc. ti flexor MN,Acc. ti flexor MN_L,L,T3,confirmed_direction_candidate,muscle_label_and_mapped_action_agree,False
